,1,1,1.09198,1.10326,1.07884,1.06743,1.10867,1.09245,1.13143,1.08793,1.12372,1.11429
,1,2,0.80341,0.788254,0.807229,0.775066,0.811747,0.821676,0.843559,0.784278,0.787965,0.776816
,1,3,0.187804,0.198326,0.212931,0.190056,0.207712,0.212288,0.20113,0.194984,0.201888,0.19288
,1,4,0.495619,0.510731,0.476887,0.48338,0.506582,0.487556,0.515554,0.495003,0.520852,0.507836
,1,5,0.607224,0.595055,0.594557,0.590636,0.596153,0.592166,0.632197,0.599125,0.600988,0.591899
,1,6,0.309046,0.299355,0.294782,0.295686,0.295373,0.293918,0.320399,0.298016,0.302409,0.291017
,1,7,0.898786,0.87376,0.878724,0.889065,0.903852,0.889283,0.939949,0.900874,0.904842,0.920864
,1,8,1.32242,1.28507,1.28092,1.26765,1.29957,1.29612,1.38548,1.274,1.29952,1.28925
,1,9,0.797765,0.816283,0.829193,0.763793,0.778076,0.787312,0.873727,0.81037,0.777652,0.765831
,1,10,0.499951,0.482575,0.516643,0.482959,0.506662,0.51649,0.530142,0.495298,0.490398,0.47888
