2,1,0,0.506716,0.421343,0.512524,0.567627,0.438154,0.464745,0.538378,0.54732,0.450962,0.116244
2,1,1,0.493284,0.578657,0.487476,0.432373,0.561846,0.535255,0.461622,0.45268,0.549038,0.883756
2,2,0,0.536521,0.437508,0.511528,0.512794,0.541411,0.493408,0.344956,0.490267,0.585651,0.499406
2,2,1,0.463479,0.562492,0.488472,0.487206,0.458589,0.506592,0.655044,0.509733,0.414349,0.500594
2,3,0,0.567076,0.123708,0.510911,0.615095,0.490678,0.531569,0.496556,0.537075,0.607553,0.515343
2,3,1,0.432924,0.876292,0.489089,0.384905,0.509322,0.468431,0.503444,0.462925,0.392447,0.484657
2,4,0,0.506808,0.412019,0.170309,0.506617,0.495872,0.453597,0.523571,0.549071,0.414686,0.470131
2,4,1,0.493192,0.587981,0.829691,0.493383,0.504128,0.546403,0.476429,0.450929,0.585314,0.529869
2,5,0,0.560073,0.426406,0.526459,0.522031,0.510852,0.535892,0.530238,0.276231,0.565852,0.466602
2,5,1,0.439927,0.573594,0.473541,0.477969,0.489148,0.464108,0.469762,0.723769,0.434148,0.533398
2,6,0,0.553426,0.519891,0.510093,0.485594,0.549039,0.519761,0.388795,0.482446,0.395037,0.359636
2,6,1,0.446574,0.480109,0.489907,0.514406,0.450961,0.480239,0.611205,0.517554,0.604963,0.640364
2,7,0,0.54507,0.512219,0.503411,0.469152,0.57366,0.51774,0.109309,0.487769,0.494504,0.522858
2,7,1,0.45493,0.487781,0.496589,0.530848,0.42634,0.48226,0.890691,0.512231,0.505496,0.477142
2,8,0,0.460462,0.316356,0.538486,0.405058,0.595821,0.541045,0.298651,0.494593,0.359385,0.567369
2,8,1,0.539538,0.683644,0.461514,0.594942,0.404179,0.458955,0.701349,0.505407,0.640615,0.432631
2,9,0,0.467076,0.510962,0.248096,0.559562,0.463199,0.513941,0.405589,0.573049,0.223846,0.570263
2,9,1,0.532924,0.489038,0.751904,0.440438,0.536801,0.486059,0.594411,0.426951,0.776154,0.429737
2,10,0,0.496254,0.524348,0.515841,0.498232,0.489835,0.521469,0.33853,0.273437,0.508383,0.506917
2,10,1,0.503746,0.475652,0.484159,0.501768,0.510165,0.478531,0.66147,0.726563,0.491617,0.493083
2,11,0,0.526755,0.512124,0.55317,0.251003,0.425649,0.4869,0.503189,0.50269,0.434128,0.310302
2,11,1,0.473245,0.487876,0.44683,0.748997,0.574351,0.5131,0.496811,0.49731,0.565872,0.689698
2,12,0,0.535171,0.543588,0.594744,0.377931,0.286444,0.511747,0.428993,0.560249,0.520686,0.50675
2,12,1,0.464829,0.456412,0.405256,0.622069,0.713556,0.488253,0.571007,0.439751,0.479314,0.49325
2,13,0,0.528149,0.344829,0.497952,0.320875,0.440923,0.514137,0.506907,0.50678,0.515178,0.538072
2,13,1,0.471851,0.655171,0.502048,0.679125,0.559077,0.485863,0.493093,0.49322,0.484822,0.461928
2,14,0,0.45709,0.519783,0.212731,0.206052,0.328559,0.494034,0.565144,0.572505,0.394017,0.527181
2,14,1,0.54291,0.480217,0.787269,0.793948,0.671441,0.505966,0.434856,0.427495,0.605983,0.472819
2,15,0,0.625364,0.592989,0.577621,0.474141,0.301753,0.608405,0.624395,0.367899,0.494838,0.635729
2,15,1,0.374636,0.407011,0.422379,0.525859,0.698247,0.391595,0.375605,0.632101,0.505162,0.364271
2,16,0,0.554593,0.552029,0.512842,0.435554,0.533703,0.263689,0.495339,0.499769,0.504647,0.289504
2,16,1,0.445407,0.447971,0.487158,0.564446,0.466297,0.736311,0.504661,0.500231,0.495353,0.710496
2,17,0,0.542447,0.534022,0.497006,0.462349,0.51923,0.212976,0.368547,0.48891,0.578119,0.47244
2,17,1,0.457553,0.465978,0.502994,0.537651,0.48077,0.787024,0.631453,0.51109,0.421881,0.52756
2,18,0,0.544233,0.381533,0.511936,0.463007,0.540952,0.297112,0.549381,0.529318,0.550627,0.524041
2,18,1,0.455767,0.618467,0.488064,0.536993,0.459048,0.702888,0.450619,0.470682,0.449373,0.475959
2,19,0,0.467168,0.533207,0.162296,0.457416,0.523226,0.315721,0.543864,0.506137,0.443219,0.491031
2,19,1,0.532832,0.466793,0.837704,0.542584,0.476774,0.684279,0.456136,0.493863,0.556781,0.508969
2,20,0,0.482084,0.513518,0.465826,0.499297,0.427425,0.274408,0.513616,0.265358,0.553172,0.509726
2,20,1,0.517916,0.486482,0.534174,0.500703,0.572575,0.725592,0.486384,0.734642,0.446828,0.490274
2,21,0,0.217171,0.526344,0.49337,0.534884,0.474109,0.507375,0.525426,0.478263,0.506532,0.208166
2,21,1,0.782829,0.473656,0.50663,0.465116,0.525891,0.492625,0.474574,0.521737,0.493468,0.791834
2,22,0,0.27878,0.559303,0.55288,0.450722,0.550357,0.508269,0.406787,0.517134,0.59056,0.513149
2,22,1,0.72122,0.440697,0.44712,0.549278,0.449643,0.491731,0.593213,0.482866,0.40944,0.486851
2,23,0,0.145767,0.296408,0.520577,0.560566,0.505828,0.507658,0.543826,0.460182,0.464914,0.532391
2,23,1,0.854233,0.703592,0.479423,0.439434,0.494172,0.492342,0.456174,0.539818,0.535086,0.467609
2,24,0,0.229222,0.536601,0.24532,0.403007,0.570677,0.489847,0.521133,0.470039,0.269434,0.486288
2,24,1,0.770778,0.463399,0.75468,0.596993,0.429323,0.510153,0.478867,0.529961,0.730566,0.513712
2,25,0,0.328366,0.505509,0.512807,0.477228,0.488844,0.52307,0.542401,0.191892,0.458452,0.522245
2,25,1,0.671634,0.494491,0.487193,0.522772,0.511156,0.47693,0.457599,0.808108,0.541548,0.477755
