2,1,0,0.0731902,0.122298,0.258843,0.946791,0.247211,0.197235,0.629503,0.972597,0.303818,0.970478
2,1,1,0.108117,0.462204,0.380017,0.709124,0.879645,0.931078,0.053726,0.437336,0.266256,0.825258
2,2,0,0.115639,0.951991,0.136784,0.554496,0.962558,0.857999,0.594332,0.0186724,0.783957,0.924243
2,2,1,0.548043,0.113413,0.93631,0.41542,0.705174,0.391896,0.938003,0.82631,0.971674,0.756285
2,3,0,0.88763,0.516251,0.732701,0.987509,0.608898,0.637866,0.351039,0.942202,0.92195,0.0796361
2,3,1,0.400935,0.631745,0.501397,0.0702451,0.756687,0.611671,0.911879,0.580646,0.209679,0.444743
2,4,0,0.796199,0.131096,0.548966,0.594567,0.694997,0.0316827,0.896583,0.645863,0.220881,0.724281
2,4,1,0.713163,0.322636,0.467698,0.887588,0.807761,0.490801,0.868903,0.011437,0.338652,0.994278
2,5,0,0.837659,0.341165,0.535236,0.353045,0.478267,0.629451,0.214174,0.654442,0.665773,0.551891
2,5,1,0.537832,0.964511,0.70324,0.626375,0.232441,0.177141,0.618829,0.204597,0.640064,0.633403
2,6,0,0.608874,0.425447,0.339829,0.422103,0.630351,0.996361,0.727797,0.174802,0.793438,0.348177
2,6,1,0.346726,0.493684,0.498448,0.28956,0.305349,0.83892,0.086403,0.895269,0.320661,0.80897
2,7,0,0.364911,0.503464,0.772116,0.062635,0.637797,0.958563,0.379944,0.0550082,0.970002,0.0589698
2,7,1,0.0574465,0.716295,0.954844,0.706529,0.460341,0.568536,0.725118,0.523233,0.829777,0.106046
2,8,0,0.308017,0.680358,0.928826,0.222521,0.936964,0.44964,0.0635596,0.255339,0.359656,0.390501
2,8,1,0.841535,0.780028,0.772846,0.914794,0.546585,0.103949,0.246341,0.475538,0.744891,0.150779
2,9,0,0.149745,0.0780885,0.144273,0.688089,0.0229389,0.224119,0.230913,0.918218,0.170913,0.5634
2,9,1,0.767066,0.43328,0.799291,0.713692,0.53372,0.769931,0.958584,0.488319,0.542903,0.0664475
2,10,0,0.783229,0.0694584,0.714357,0.311692,0.4387,0.869274,0.55786,0.377287,0.722744,0.212205
2,10,1,0.73452,0.386608,0.203862,0.610724,0.227159,0.891923,0.960813,0.0683479,0.157923,0.537439
2,11,0,0.73621,0.00204352,0.901772,0.833037,0.937895,0.0049053,0.0841052,0.46734,0.42529,0.338239
