2,1,0.506808,1.33395
2,2,0.566072,1.32991
2,3,0.716061,1.30489
2,4,0.606163,1.32059
2,5,0.765311,1.29462
2,6,0.564421,1.32852
2,7,0.637583,1.31717
2,8,0.706967,1.30422
2,9,0.728554,1.30173
2,10,0.556823,1.32892
2,11,0.643982,1.31802
2,12,0.684136,1.31101
2,13,0.582952,1.32741
2,14,0.609036,1.32195
2,15,0.884355,1.25922
2,16,0.613499,1.3223
2,17,0.542597,1.33106
2,18,0.673876,1.31338
2,19,0.60196,1.32374
2,20,0.633697,1.31993
2,21,0.602415,1.32436
2,22,0.755617,1.29842
2,23,0.62846,1.31764
2,24,0.598013,1.32296
2,25,0.653245,1.31507
