2,1,0.370174,1.61883
2,2,0.614713,1.56667
2,3,0.613642,1.53949
2,4,0.41627,1.61906
2,5,0.679887,1.51794
2,6,0.457509,1.63658
2,7,0.473717,1.59823
2,8,0.462551,1.61449
2,9,0.537522,1.58422
2,10,0.496995,1.60437
2,11,0.376685,1.64586
2,12,0.611608,1.53767
2,13,0.435103,1.63597
2,14,0.500372,1.56522
2,15,0.849618,1.42209
2,16,0.403341,1.6325
2,17,0.458938,1.62839
2,18,0.636438,1.55659
2,19,0.432447,1.61414
2,20,0.487826,1.60997
2,21,0.40101,1.61889
2,22,0.64352,1.55091
2,23,0.387599,1.60997
2,24,0.430166,1.6004
2,25,0.411113,1.60827
