2,1,0,0.5
2,1,1,0.5
2,2,0,0.5
2,2,1,0.5
2,3,0,0.5
2,3,1,0.5
2,4,0,0.5
2,4,1,0.5
2,5,0,0.5
2,5,1,0.5
2,6,0,0.5
2,6,1,0.5
2,7,0,0.5
2,7,1,0.5
2,8,0,0.5
2,8,1,0.5
2,9,0,0.5
2,9,1,0.5
2,10,0,0.5
2,10,1,0.5
2,11,0,0.5
2,11,1,0.5
2,12,0,0.5
2,12,1,0.5
2,13,0,0.5
2,13,1,0.5
2,14,0,0.5
2,14,1,0.5
2,15,0,0.5
2,15,1,0.5
2,16,0,0.5
2,16,1,0.5
2,17,0,0.5
2,17,1,0.5
2,18,0,0.5
2,18,1,0.5
2,19,0,0.5
2,19,1,0.5
2,20,0,0.5
2,20,1,0.5
2,21,0,0.5
2,21,1,0.5
2,22,0,0.5
2,22,1,0.5
2,23,0,0.5
2,23,1,0.5
2,24,0,0.5
2,24,1,0.5
2,25,0,0.5
2,25,1,0.5
