2,1,0,0.579764
2,1,1,0.603824
2,2,0,0.588675
2,2,1,0.594054
2,3,0,0.585894
2,3,1,0.599558
2,4,0,0.571867
2,4,1,0.61216
2,5,0,0.593906
2,5,1,0.596521
2,6,0,0.583042
2,6,1,0.603385
2,7,0,0.57837
2,7,1,0.607502
2,8,0,0.573238
2,8,1,0.611186
2,9,0,0.586121
2,9,1,0.598091
2,10,0,0.587108
2,10,1,0.599141
2,11,0,0.586452
2,11,1,0.597308
2,12,0,0.59025
2,12,1,0.59378
2,13,0,0.58727
2,13,1,0.600946
2,14,0,0.577592
2,14,1,0.602567
2,15,0,0.608757
2,15,1,0.58579
2,16,0,0.580118
2,16,1,0.6009
2,17,0,0.581813
2,17,1,0.602938
2,18,0,0.586653
2,18,1,0.600976
2,19,0,0.582975
2,19,1,0.601042
2,20,0,0.578536
2,20,1,0.608814
2,21,0,0.588603
2,21,1,0.601221
2,22,0,0.580028
2,22,1,0.603833
2,23,0,0.569344
2,23,1,0.611718
2,24,0,0.57133
2,24,1,0.610513
2,25,0,0.576297
2,25,1,0.609858
