2,1,0,0.870858
2,1,1,0.993203
2,2,0,0.965107
2,2,1,0.984223
2,3,0,0.925157
2,3,1,0.948214
2,4,0,0.887011
2,4,1,1.01354
2,5,0,0.96464
2,5,1,0.989193
2,6,0,0.945558
2,6,1,0.996624
2,7,0,0.893469
2,7,1,0.980449
2,8,0,0.904056
2,8,1,1.00158
2,9,0,0.8912
2,9,1,0.998984
2,10,0,0.93193
2,10,1,1.0058
2,11,0,0.902126
2,11,1,1.00902
2,12,0,0.941251
2,12,1,0.975451
2,13,0,0.936158
2,13,1,1.00089
2,14,0,0.835041
2,14,1,1.01751
2,15,0,1.00942
2,15,1,0.930825
2,16,0,0.909238
2,16,1,0.991597
2,17,0,0.912917
2,17,1,0.992036
2,18,0,0.959284
2,18,1,0.985302
2,19,0,0.865621
2,19,1,1.01546
2,20,0,0.903985
2,20,1,1.01854
2,21,0,0.886547
2,21,1,1.01322
2,22,0,0.950028
2,22,1,0.978367
2,23,0,0.862001
2,23,1,0.992107
2,24,0,0.844444
2,24,1,1.03041
2,25,0,0.894199
2,25,1,1.00727
