1,1,0.000877882,0.0150326,0.0742111,0.0307329,0.0383471,0.0752991,0.0590758,0.0409477,0.0438333,0.087588
1,2,0.0144748,0.0713859,0.0170969,0.0190189,0.0415696,0.0130396,0.0416373,0.0767731,0.0132346,0.0207577
1,3,0.0288906,0.0383901,0.0354954,0.0328875,0.0062823,0.0657274,0.0238592,0.0354656,0.0138411,0.0229848
1,4,0.0784348,0.0604298,0.0228012,0.0614805,0.0388936,0.0306007,0.0611567,0.00389048,0.0706052,0.084848
1,5,0.0316941,0.0686417,0.0701291,0.0487683,0.0104165,0.0759692,0.0519986,0.0665113,0.0430451,0.0617189
1,6,0.0231316,0.0612761,0.0200294,0.0596978,0.014164,0.0392,0.0631663,0.0338361,0.0655484,0.0411767
1,7,0.0226089,0.00527049,0.0401683,0.0181985,0.0260425,0.0614822,0.0553144,0.0136513,0.0455093,0.00727218
1,8,0.0478052,0.0206226,0.00711753,0.0296876,0.011988,0.0109383,0.0556674,0.0136661,0.0526081,0.066788
1,9,0.0665883,0.0341697,0.0751703,0.0500176,0.0570836,0.0354793,0.0419519,0.018909,0.073384,0.0272815
1,10,0.0554927,0.0546461,0.0144502,0.0103417,0.0508794,0.00525441,0.0516177,0.0413849,0.0105818,0.00928
1,11,0.00787894,0.0448111,0.02635,0.068452,0.0651139,0.025863,0.0523572,0.00606656,0.0581374,0.0289551
1,12,0.0415911,0.00397346,0.0174937,0.0413703,0.061488,0.0464332,0.0490567,0.0143165,0.0715175,0.0047103
1,13,0.0161609,0.0623359,0.0296195,0.0701746,0.0224094,0.0254048,0.0275445,0.0416433,0.0202416,0.00603769
1,14,0.00879684,0.0169456,0.0391757,0.059121,0.0330133,0.0559732,0.0354643,0.0125612,0.0182001,0.00141669
1,15,0.0475159,0.0417473,0.0325134,0.016864,0.0678794,0.0230461,0.0336609,0.0395178,0.00167629,0.00871998
1,16,0.00686721,0.0178583,0.0400024,0.0420535,0.0197075,0.0327827,0.0441755,0.00916343,0.0366395,0.0706259
1,17,0.0396022,0.0485683,0.0700051,0.0731988,0.0354927,0.0732096,0.0347994,0.0383985,0.0428543,0.0428879
1,18,0.0117068,0.0750843,0.02715,0.0696201,0.0532814,0.0756764,0.0100913,0.0504226,0.0262817,0.00114689
1,19,0.0801971,0.0510964,0.0398769,0.0439249,0.0115292,0.0388135,0.0444919,0.0647795,0.0603247,0.0802862
1,20,0.0780988,0.0192786,0.0670964,0.0413233,0.0694567,0.0692361,0.00209134,0.0671438,0.00370525,0.040134
1,21,0.0604321,0.0303133,0.0335233,0.0292155,0.0508225,0.0476339,0.00840841,0.0229036,0.0569738,0.0838484
1,22,0.0757669,0.0657725,0.0105327,0.0557415,0.0659571,0.00271843,0.0369814,0.073322,0.0187525,0.03212
1,23,0.079425,0.04637,0.0780599,0.00209105,0.054,0.0119912,0.00997777,0.0723735,0.0431935,0.0677569
1,24,0.0411263,0.0383308,0.0715682,0.00949497,0.0285798,0.0560828,0.0386008,0.0698734,0.0657422,0.0280641
1,25,0.0348351,0.00764905,0.0403635,0.0165231,0.0656024,0.00214485,0.0668533,0.0724786,0.0435687,0.0735941
