1,1,0.170399,11.5969,23.7234,13.1284,10.0892,51.4506,37.2685,20.6961,19.4801,88.3965
1,2,10.8104,97.8989,9.79563,16.632,36.1105,17.4789,62.2629,93.8595,9.94857,21.2025
1,3,25.6124,86.0116,24.8252,35.1982,2.64212,87.5431,24.8918,54.1725,9.31797,28.7849
1,4,45.5651,56.0293,16.0969,41.9921,16.1815,29.1215,50.0729,2.46577,54.6179,64.857
1,5,21.2409,60.0998,38.5336,20.19,11.0193,52.1248,37.8989,91.5891,11.5728,49.7309
1,6,19.7521,32.5261,7.46821,40.7898,7.43303,18.5829,101.868,11.6581,82.3867,35.5351
1,7,31.391,4.46223,21.9264,16.1763,28.7356,56.054,131.919,13.301,69.1401,3.89396
1,8,79.7564,43.2776,5.70901,41.0011,8.80044,12.3972,103.023,20.531,73.078,61.4266
1,9,66.1263,18.7272,53.014,36.8505,31.9124,22.1749,66.6815,7.97165,99.9855,13.556
1,10,87.5344,51.8094,11.4799,8.58837,77.246,3.66062,115.695,55.7681,14.6485,6.56929
1,11,2.43566,21.4681,10.3642,67.7072,79.4854,13.2822,37.8141,2.01792,38.7353,25.69
1,12,32.5575,3.43136,9.57897,60.0874,115.441,45.1149,63.0253,12.5167,49.7319,1.51516
1,13,16.3394,112.779,21.5824,122.878,39.0457,24.7709,24.8118,52.5847,13.623,3.58506
1,14,9.86183,15.0801,48.0304,103.969,65.7484,61.4444,43.8628,11.0864,24.0995,0.817079
1,15,42.1929,35.9095,23.402,20.2649,156.014,12.9684,29.4512,53.3118,0.668002,3.81732
1,16,4.89136,13.7457,35.5501,59.5417,18.7688,50.8983,28.595,9.93568,28.396,110.677
1,17,32.4683,38.0871,47.8342,82.3521,33.9022,95.1752,28.4909,39.9936,25.0879,33.6085
1,18,10.7033,103.264,22.054,92.5419,37.3357,105.152,5.80384,66.5907,16.3716,1.18365
1,19,61.5777,30.8117,37.222,54.0831,8.2137,46.4746,28.4331,46.2463,51.1699,63.7678
1,20,65.5302,12.7698,51.1525,41.29,81.4174,75.0325,1.09808,89.5955,1.5386,33.5754
1,21,46.4699,13.5587,16.7708,16.0469,42.1067,19.1534,4.331,23.5264,38.7674,92.2688
1,22,86.9801,44.2775,6.35945,40.3209,77.5787,2.01208,33.263,106.846,13.1345,27.2277
1,23,96.3574,65.5983,54.2964,1.7956,41.6441,8.05022,5.71533,116.778,28.5895,64.1751
1,24,50.9069,24.0062,67.4558,7.55501,28.9729,35.3385,26.5622,81.8288,67.3441,25.0296
1,25,44.305,5.60546,29.6403,8.6123,102.368,1.02165,43.2295,141.694,22.4182,70.1061
